,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
1195,United Kingdom,Standard Room,2 nights ,October 2018,Couple,, The noise at reception as they are working in the reception area the noise is shocking,9.6,Exceptional
1196,United Kingdom,Corner Suite,2 nights ,October 2018,Couple, Great location and very helpful staff, The renovation work was a bit of a nuisance but was limited to working through the day,9.2,Wonderful
1197,United Kingdom,Superior Room,1 night ,October 2018,Couple, The size of the superior room was good plenty of room with a good comfy bed," The view from our room was looking on to an office building, would’ve preferred a room looking on to Argyll street instead.",8.8,Nice friendly staff very willing to help with any problems/questions. Central hotel great
1198,United Kingdom,Standard Room,1 night ,October 2018,Group, Excellent staff. Lee & Raheem in particular were great. Extremely clean & one of most comfortable beds I have stayed in.,,10,Incredible location for business trip & to see the city. Excellent staff & 10/10 for comfort.
1199,United Kingdom,Superior Room,1 night ,October 2018,Couple, room was lovely, More milk sachets for your cuppa in the morning,9.5,Excellent stay
1200,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler, The breakfast as usual was excellent., The fact that I only had one night to stay.,10,A good night
1201,United Kingdom,Standard Room,1 night ,October 2018,Couple, At the time i booked i thought me and my wife would have access to the pool as there were pictures on the website and it was our anniversary and didnt want to travel to another hotel.overall i enjoyed the hotel nice and modern.,,8.8,Excellent
1202,Iceland,Junior Suite,2 nights ,October 2018,Group, Very good service and all people very nice.,,10,Exceptional
1203,United Kingdom,Standard Room,1 night ,October 2018,Couple," Location was great, friendly receptionist"," Hotel room had slight dampness round the window, bathroom sink was leaking.",8.3,Very Good
1204,United Kingdom,Standard Room,1 night ,October 2018,Couple," Great from the start friendly at check in, phoned a taxi, clean comfortable room top class!", £2 odd for a 500ml bottle of water out of the room! But apart from that was top!,10,Exceptional
1205,United Kingdom,Junior Suite,1 night ,October 2018,Couple, Everything else...staff were extremely helpful and courteous., There was 1x can of opened Sprite inside the mini bar?,10,Exceptional
1206,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler," Helpful staff, nice pool and gym, very comfy bed.", It would be nice to be able to open the bedroom window.,8.3,Very Good
1207,Saudi Arabia,Junior Suite,7 nights ,October 2018,Family, Thanks,,10,Exceptional
1208,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler, The Staff are great, works getting done and expensive,7.5,Good
1209,Denmark,Standard Room,2 nights ,October 2018,Solo traveler, The over all feeling was one of solidity and style and comfort., The heating system was a bit difficult to manoeuvre - and personally I prefer a room with the possibility of opening a window.,7.9,Good
1210,United Kingdom,Standard Room,2 nights ,October 2018,Couple, The location was central and a good base for our weekend activities.," The room was cold, heating took ages and made little difference to the room.  The room felt cramped due to the big pillar in the middle of the room.  Mould on the ceiling.  No bath.  Stayed 2 nights.  Had to call reception for toilet paper.",7.5,"Friendly staff, basic room.  Stayed in much nicer surroundings elsewhere."
1211,United Kingdom,Standard Room,1 night ,October 2018,Group, Breakfast was lovely!!,,10,Exceptional
1212,United Kingdom,Standard Room,1 night ,October 2018,Couple," Clean room, comfy bed"," We weren't notified that work was going to be carried out in the hotel, resulting in a very noisy and not relaxing breakfast, also automated mini bar as soon as you picked up a bottle just to look it charged it to your room even if you put it back, no prices for the minibar.",7.5,Good city location
1213,United Kingdom,Standard Room,1 night ,October 2018,Couple," The location of this hotel is brilliant, the room size was so good, plenty of space and storage.  Lovely clean bathroom.  No noise whatsoever from outside.  Staff were lovely and friendly."," I used to live in Glasgow and was a member of the gym underneath this hotel, I was disappointed to note it was closed on a Sunday.  I am unsure if the whole gym is closed or if only closed to hotel guests.  Bed was a little soft, but I still slept well.",9.6,A short one night stay but will not be my last stay at this hotel
1214,United Kingdom,Standard Room,2 nights ,October 2018,Couple," The staff where very helpful, we didn’t like the first room and when I contacted reception they where very helpful especially David !"," The first room was shabby , sink and shower had  some rust below the glass panel on the sink, bedroom units where dated!",9.5,After David sorted out our rooms we had a lovely relaxing stay!
1215,United Kingdom,Premium Room,1 night ,October 2018,Couple," Bedroom had an excellent view of Glasgow! Lovely floor to ceiling windows made for an excellent viewing experience. 
The hotel even provided a written message in Chinese for my girlfriend which she appreciated very much so.
Staff were welcoming and fantastic to talk to - answered all my questions that I had about the hotel and facilities."," The fridge in the hotel room was broken unfortunately. Had difficulty accessing it.
We booked the hotel for the swimming pool facilities, however, on the day we arrived the pool was shut for maintainence which is unfortunate but I guess not much can be done about that!",8.3,"Good hotel to stay in, perfect location in the centre of Glasgow. Lovely staff, lovely rooms!"
1216,United Kingdom,Standard Room,1 night ,October 2018,Couple," Fantastic hotel , great service and central location",,10,Great stay in Glasgow
1217,United Kingdom,Standard Room,2 nights ,October 2018,Couple, The staff were excellent and the location is perfect.  The bathrooms were well appointed and the breakfast was first class., The bed was too hard and there was a large pillar in the centre of our bedroom.  I was told by the staff that it wasn't a structural feature but a deliberate design feature for all bedrooms on the fifth floor.  These things can be subjective but we thought that it was a ridiculous and intrusive feature which made the room unnecessarily cramped.  Otherwise the room would have been good.,7.5,"A well appointed, friendly hotel in the centre of Glasgow. But select a room without the pillar!"
1218,United Kingdom,Standard Room,1 night ,October 2018,Group, Very good breakfast.,,9.2,"Good central location, very nice but bit pricey."
1219,United Kingdom,Superior Room,1 night ,September 2018,Solo traveler," Very good service, will definitely stay again when up in Scotland. Very handy for central station.", Nothing,8.8,excellent
1220,Germany,Standard Room,2 nights ,September 2018,Group, Early check-in and late check out were possible. Very friendly personnel. Good central location with bus stop in front of the door., Pool was closed on Saturday PM and Sunday,8.8,Excellen Hub to exploit Glasgow w/o a car
1221,United Arab Emirates,Standard Room,1 night ,October 2018,Group, From check in to check out a very good experience with helpful staff and even with some improvements going on it did not detract from my stay, None of any note,8.8,Good experience and would have no problem to recommend
1222,United Kingdom,Standard Room,4 nights ,October 2018,Couple, Hotel was fantastic., Bar is expensive. My bin in the room wasn’t emptied on my arrival.,9.2,Enjoyable stay and staff were excellent.
1223,United Kingdom,Standard Room,1 night ,September 2018,Couple, Very modern and stylish!,,10,Exceptional
1224,United Kingdom,Standard Room,1 night ,September 2018,Solo traveler, Room super luxioury, all ok,9.6,"nice executive hotel for travelers business and families , well located"
1225,United States of America,Standard Room,1 night ,October 2018,Solo traveler, Excellent location. Staff helpful and accommodating. Facilities modern and attractive,,10,Exceptional
1226,United Kingdom,Standard Room,1 night ,October 2018,Group," The bed was superb pillows gorgeous but a little too soft . Towels were fab . Furnishings eg dressing , bedside tables and coffee table scruffy and in need of updating. There was no soap which we had to phone for, only two small milk and 2 tea bags should review.", For price furnishings need renewed wardrobe was fine. Having to ask for soap very unusual.,9.6,An enjoyable stay
