,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
7434,United Kingdom,Premium Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7435,United Kingdom,Standard Room,1 night ,January 2019,Group,,,9.6,Exceptional
7436,Czech Republic,Standard Room,1 night ,January 2019,Solo traveler,,,10,Exceptional
7437,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Solo traveler,,,7.5,Good
7438,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,7.5,Good
7439,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,8.8,Excellent
7440,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7441,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7442,United Kingdom,Standard Room,1 night ,January 2019,Family,,,10,Exceptional
7443,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7444,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,7.5,Good
7445,United Kingdom,Standard Room,1 night ,January 2019,Group,,,7.5,Good
7446,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7447,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7448,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,9.6,Exceptional
7449,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7450,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7451,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7452,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7453,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Solo traveler,,,10,Exceptional
7454,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7455,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7456,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.2,Wonderful
7457,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,7.5,Good
7458,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.5,Exceptional
7459,Australia,Standard Room,2 nights ,December 2018,Family,,,10,Exceptional
7460,United Kingdom,Standard Room,1 night ,January 2019,Family,,,9.6,Exceptional
7461,Australia,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7462,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7463,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7464,United Kingdom,Standard Room,1 night ,January 2019,Group,,,8.8,Excellent
7465,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7466,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7467,South Korea,Premium Room,1 night ,January 2019,Couple,,,9.2,Wonderful
7468,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7469,Malta,Standard Room,1 night ,January 2019,Solo traveler,,,10,Exceptional
7470,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Fabulous
7471,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7472,Qatar,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,7.5,Good
7473,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.3,Very Good
7474,United Kingdom,Standard Room,1 night ,December 2018,Family,,,10,Exceptional
7475,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7476,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7477,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.5,Very convenient for an early flight
7478,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7479,New Zealand,Standard Room,1 night ,January 2019,Family,,,8.8,Excellent
7480,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7481,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,9.2,Wonderful
7482,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7483,Oman,Superior Room with Runway View,1 night ,January 2019,Solo traveler,,,8.8,Excellent
7484,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7485,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7486,United Kingdom,Standard Room,1 night ,December 2018,Family,,,10,Exceptional
7487,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7488,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,7.9,Very relaxing
7489,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7490,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,10,Exceptional
7491,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,10,Exceptional
7492,United Kingdom,Standard Room,1 night ,January 2019,Group,,,7.9,Good
7493,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,8.3,Very convenient for access to terminal 2
7494,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Excellent and so convenient for airport
7495,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7496,United Kingdom,Premium Room,1 night ,January 2019,Solo traveler,,,8.3,Very Good
7497,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,9.6,Exceptional
7498,Australia,Standard Room,1 night ,January 2019,Couple,,,9.6,Excellent
7499,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,January 2019,Couple,,,9.6,Exceptional
7500,United States of America,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7501,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7502,United Kingdom,Standard Room,1 night ,December 2018,Family,,,10,Exceptional
7503,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,10,Exceptional
7504,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Realaxing
7505,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7506,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7507,Australia,Standard Room,1 night ,January 2019,Family,,,10,Exceptional
7508,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,10,Exceptional
7509,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7510,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,7.9,Good
7511,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7512,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,9.6,Exceptional
7513,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.2,Clean comfortable and luxurious
7514,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,The dinner menu is ok but a bit hotelish.  You get the same ir similar menu in most 4 or 5 star hote
7515,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7516,Ireland,Standard Room,1 night ,January 2019,Solo traveler,,,9.2,Wonderful
7517,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7518,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,7.9,Good
7519,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,10,Exceptional
7520,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7521,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Group,,,10,Exceptional
7522,United Kingdom,Superior Room with Runway View,1 night ,January 2019,Couple,,,9.6,Exceptional
7523,United Kingdom,Standard Room,1 night ,January 2019,Group,,,10,Exceptional
7524,Oman,Standard Room,2 nights ,December 2018,Family,,,7.9,Good
7525,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,7.5,Good
7526,United Kingdom,Standard Room,1 night ,December 2018,Family,,,7.5,Good
7527,United Kingdom,Standard Room,1 night ,January 2019,Family,,,10,Exceptional
7528,United Kingdom,Standard Room,1 night ,December 2018,Family,,,9.6,Very convienent for our flight from a Terminal 2
7529,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,9.6,Exceptional
7530,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7531,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,7.9,Good
7532,United Kingdom,Standard Room,1 night ,January 2019,Solo traveler,,,9.0,Wonderful
7533,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7534,France,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7535,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7536,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,8.3,Very Good
7537,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7538,United States of America,Standard Room,1 night ,January 2019,Couple,,,10,Exceptional
7539,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7540,United Kingdom,Superior Room with Runway View,2 nights ,January 2019,Couple,,,7.5,Good
7541,United Kingdom,Standard Room,1 night ,January 2019,Couple,,,8.3,"Disappointed the pool sauna ect wasn't available, but I suppose it was new years eve, food was OK, ."
7542,Netherlands,Standard Room,1 night ,January 2019,Couple,,,9.6,Exceptional
7543,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.8,Excellent
7544,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Always excellent
7545,United Kingdom,Standard Room,1 night ,December 2018,Family,,,10,Great location for travellers
7546,United Kingdom,Standard Room,1 night ,December 2018,Group,,,9.2,Wonderful
7547,Isle of Man,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7548,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,"Perfect location, great bar"
7549,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7550,Ireland,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7551,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7552,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7553,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7554,United Kingdom,Premium Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7555,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,It provides a very convenient stay near the airport.
7556,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Practical and very handy for the airport for the early hours.
7557,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7558,United Kingdom,Standard Room,1 night ,December 2018,Family,,,9.0,Wonderful
7559,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7560,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.9,Good
7561,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7562,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7563,United Kingdom,Superior Room with Runway View,2 nights ,December 2018,Couple,,,10,Exceptional
7564,Malta,Standard Room,2 nights ,December 2018,Solo traveler,,,9.6,Exceptional
7565,United Kingdom,Standard Room,2 nights ,December 2018,Couple,,,10,Exceptional
7566,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7567,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7568,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,8.8,Excellent
7569,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,8.3,Very Good
7570,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7571,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7572,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7573,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.0,Wonderful
7574,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7575,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.2,Wonderful
7576,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.9,Good
7577,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.8,Excellent
7578,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Good
7579,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7580,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7581,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7582,United Kingdom,Standard Room,1 night ,December 2018,Group,,,9.6,Exceptional
7583,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7584,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7585,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.9,Good
7586,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7587,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7588,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.8,excellent
7589,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Good
7590,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7591,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,8.3,Very Good
7592,Spain,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7593,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7594,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7595,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7596,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,8.3,Very Good
7597,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Good
7598,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7599,Spain,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7600,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7601,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7602,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,7.9,Good
7603,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7604,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7605,Australia,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7606,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7607,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Family,,,8.8,Excellent
7608,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,7.9,Good
7609,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.5,Exceptional
7610,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7611,Spain,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7612,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7613,Jordan,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7614,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,7.5,Good
7615,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.6,Exceptional
7616,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Family,,,10,Exceptional
7617,United Kingdom,Standard Room,1 night ,December 2018,Group,,,9.6,Exceptional
7618,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7619,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7620,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,10,Exceptional
7621,United Kingdom,Standard Room,1 night ,December 2018,Group,,,10,Exceptional
7622,United States of America,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,10,Exceptional
7623,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7624,Spain,Standard Room,1 night ,December 2018,Family,,,9.6,Exceptional
7625,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.3,Very Good
7626,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7627,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7628,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,10,Exceptional
7629,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Good
7630,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7631,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,7.5,Good
7632,Italy,Standard Room,1 night ,November 2018,Solo traveler,,,9.2,Wonderful
7633,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7634,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7635,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7636,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7637,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,7.9,Good
7638,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.2,Wonderful
7639,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7640,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7641,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.5,Exceptional
7642,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7643,United Kingdom,Premium Room,1 night ,December 2018,Solo traveler,,,7.9,Good
7644,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7645,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7646,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7647,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.3,Very Good
7648,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Family,,,7.9,Good
7649,Ireland,Standard Room,1 night ,December 2018,Family,,,9.2,Wonderful
7650,United States of America,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7651,United Kingdom,Standard Room,1 night ,December 2018,Family,,,10,Exceptional
7652,United Kingdom,Executive Room with Lounge Access,1 night ,December 2018,Couple,,,10,Exceptional
7653,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,December 2018,Solo traveler,,,9.6,"Perfect location, so convenient and makes an amazing start to any trip from Manchester Airport"
7654,Poland,Standard Room,1 night ,December 2018,Group,,,9.2,Wonderful
7655,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7656,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,8.8,Excellent
7657,Switzerland,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7658,Portugal,Premium Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7659,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7660,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.6,Exceptional
7661,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7662,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7663,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Family,,,9.6,Exceptional
7664,United Kingdom,Standard Room,1 night ,December 2018,Group,,,9.6,Exceptional
7665,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7666,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.2,Wonderful
7667,United Kingdom,Standard Room,1 night ,November 2018,Group,,,8.8,needed a hotel close to airport for early flight.  did not have to go outside  all covered into the
7668,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7669,United Kingdom,Standard Room,1 night ,December 2018,Group,,,10,Exceptional
7670,United Kingdom,Premium Room,1 night ,December 2018,Solo traveler,,,9.6,Exceptional
7671,United States of America,Standard Room,1 night ,December 2018,Couple,,,10,Exceptional
7672,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7673,Australia,Standard Room,1 night ,December 2018,Couple,,,7.9,Good
7674,United Kingdom,Standard Room,1 night ,November 2018,Group,,,10,Exceptional
7675,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,9.6,Convenient hotel for the airport
7676,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,9.2,Wonderful
7677,United States of America,Standard Room,1 night ,December 2018,Solo traveler,,,7.9,Good
7678,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,10,Exceptional
7679,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Stunning hotel!
7680,United Kingdom,Standard Room,1 night ,December 2018,Couple,,,10,"Lovely staff, lovely hotel"
7681,Iceland,Superior Room with Runway View,1 night ,December 2018,Couple,,,9.6,Exceptional
7682,United Kingdom,Superior Room with Runway View,1 night ,December 2018,Couple,,,8.8,Excellent
7683,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,8.8,Excellent
7684,United Kingdom,Executive Room with Lounge Access,1 night ,November 2018,Couple,,,10,Exceptional
7685,United Kingdom,Executive Room with Lounge Access,1 night ,November 2018,Solo traveler,,,7.9,Good
7686,United Kingdom,Standard Room,1 night ,December 2018,Solo traveler,,,10,Exceptional
7687,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.5,Exceptional
7688,United Kingdom,Premium Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7689,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,8.8,Excellent
7690,United Kingdom,Premium Room,1 night ,November 2018,Couple,,,8.8,Excellent
7691,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,8.8,Excellent
7692,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7693,Australia,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,10,Exceptional
7694,United Kingdom,Standard Room,1 night ,November 2018,Family,,,9.2,Wonderful
7695,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,7.5,Good
7696,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,8.3,Very Good
7697,Netherlands,Standard Room,2 nights ,November 2018,Couple,,,10,Exceptional
7698,United States of America,Standard Room,1 night ,November 2018,Family,,,9.2,Wonderful
7699,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7700,United Kingdom,Standard Room,1 night ,November 2018,Group,,,9.6,"Spotless, comfortable hotel with friendly staff"
7701,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,8.8,Excellent
7702,United States of America,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7703,United States of America,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,7.5,Good
7704,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.6,Exceptional
7705,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,We will return
7706,Ireland,Standard Room,1 night ,November 2018,Solo traveler,,,9.2,Wonderful
7707,China,Standard Room,1 night ,November 2018,Family,,,9.6,Exceptional
7708,United Kingdom,Standard Room,1 night ,November 2018,Group,,,8.8,Excellent
7709,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Group,,,9.2,Wonderful
7710,Canada,Superior Room with Runway View,1 night ,November 2018,Couple,,,7.9,Good
7711,United Kingdom,Standard Room,1 night ,October 2018,Group,,,10,Exceptional
7712,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,7.5,Good
7713,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.6,Exceptional
7714,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,8.8,Excellent
7715,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,7.9,Good
7716,United Kingdom,Standard Room,1 night ,October 2018,Family,,,10,Exceptional
7717,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7718,Ireland,Standard Room,1 night ,November 2018,Couple,,,9.2,Wonderful
7719,Cyprus,Standard Room,1 night ,November 2018,Solo traveler,,,8.3,Very Good
7720,United Kingdom,Standard Room,1 night ,October 2018,Group,,,9.6,Exceptional
7721,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.2,Wonderful
7722,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Group,,,9.2,Wonderful
7723,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.2,Wonderful
7724,United Kingdom,Executive Suite with Lounge Access,1 night ,October 2018,Group,,,10,Exceptional
7725,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.6,Exceptional
7726,United Kingdom,Standard Room,1 night ,November 2018,Group,,,8.8,Excellent
7727,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,10,Exceptional
7728,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7729,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,7.9,Good
7730,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7731,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,10,Exceptional
7732,Guernsey,Standard Room,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7733,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,8.8,Excellent
7734,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7735,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7736,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7737,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.2,Wonderful
7738,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7739,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,10,Exceptional
7740,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,8.8,Excellent
7741,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,8.8,Excellent
7742,United Kingdom,Standard Room,2 nights ,November 2018,Couple,,,8.8,Excellent
7743,France,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7744,Cyprus,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7745,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Family,,,10,Exceptional
7746,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7747,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,7.9,Good
7748,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,10,Exceptional
7749,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,7.5,Good
7750,Ireland,Standard Room,1 night ,October 2018,Group,,,10,Exceptional
7751,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,10,Exceptional
7752,United Kingdom,Standard Room,1 night ,November 2018,Group,,,9.5,Exceptional
7753,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7754,France,Standard Room,1 night ,November 2018,Solo traveler,,,7.5,Good
7755,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
