,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
0,Isle of Man,Standard Room,1 night ,June 2019,Couple," Great sized room, big comfy bed. Very helpful staff and so friendly. Brill location, which gave us extra time to relax before going for a flight.", Nothing,10,Loved our short stay and would highly recommend and will return again.
1,Ireland,Standard Room,1 night ,March 2021,Family, Room with the view of the runway, Charged for room service even though there were no other options,10,Fantastic hotel ... loved the closed walkway to the airport as it was raining in the morning
2,Ireland,Standard Room,1 night ,March 2021,Couple," Loved the room, fast room service and prompt responses 
Cleanliness and Hygiene - 100% 
Over all - amazing stay 
Was staying over to catch an early morning flight, love the connection from the hotel to manchester airport",,9.0,Wonderful
3,United Kingdom,Standard Room,1 night ,March 2021,Couple, Comfortable and great location, Unable to use bars and restaurants due to COVID...not hotel’s fault,9.0,Wonderful
4,United Kingdom,Superior Room with Runway View,1 night ,March 2021,Couple, room was lovely and clean," was told i could have an alarm call which never arrived, gfrab to go breakfast was disgusting for the money threw in bin totally not right.",8.0,was ok served a purpose
5,United Kingdom,Standard Room,1 night ,March 2021,Couple, The location is excellent and the room and Bed were amazing. Also excellent staff on reception,,10,Faultless. Couldn't have expected more
6,United Kingdom,Standard Room,1 night ,March 2021,Family," After a stressful change of flight to the next morning, got booked in at Raddison Blue, just what was needed, staff so considerate and helpful. Location great easy access to T1",,10,Exceptional
7,United Kingdom,Standard Room,3 nights ,March 2021,Solo traveler," The location is fantastic when flying. I arrived by train and needed a PCR test before flying. All very easy to access from this hotel. 
Some staff very pleasant others rather cool and unwelcoming."," Some of the staff. 
Also lists stuck on mirrors in lifts relating to other guests. Made me feel as though I was intruding",8.0,Great location
8,United Kingdom,Standard Room,1 night ,March 2021,Couple, with recent covid times etc - felt very safe as room was very clean & all facilities well cared/catered for i.e room service etc, nothing as all was well done,9.0,great overnight location/stay
9,United Kingdom,Standard Room,1 night ,March 2021,Solo traveler, Customer service was excellent from the receptionist to the staff member who arrived at my room with my breakfast which was on time and delicious, Nothing,10,Exceptional
10,Isle of Man,Standard Room,1 night ,June 2019,Couple," Great sized room, big comfy bed. Very helpful staff and so friendly. Brill location, which gave us extra time to relax before going for a flight.", Nothing,10,Loved our short stay and would highly recommend and will return again.
11,Ireland,Standard Room,1 night ,March 2021,Family, Room with the view of the runway, Charged for room service even though there were no other options,10,Fantastic hotel ... loved the closed walkway to the airport as it was raining in the morning
12,Ireland,Standard Room,1 night ,March 2021,Couple," Loved the room, fast room service and prompt responses 
Cleanliness and Hygiene - 100% 
Over all - amazing stay 
Was staying over to catch an early morning flight, love the connection from the hotel to manchester airport",,9.0,Wonderful
13,United Kingdom,Standard Room,1 night ,March 2021,Couple, Comfortable and great location, Unable to use bars and restaurants due to COVID...not hotel’s fault,9.0,Wonderful
14,United Kingdom,Superior Room with Runway View,1 night ,March 2021,Couple, room was lovely and clean," was told i could have an alarm call which never arrived, gfrab to go breakfast was disgusting for the money threw in bin totally not right.",8.0,was ok served a purpose
15,United Kingdom,Standard Room,1 night ,March 2021,Couple, The location is excellent and the room and Bed were amazing. Also excellent staff on reception,,10,Faultless. Couldn't have expected more
16,United Kingdom,Standard Room,1 night ,March 2021,Family," After a stressful change of flight to the next morning, got booked in at Raddison Blue, just what was needed, staff so considerate and helpful. Location great easy access to T1",,10,Exceptional
17,United Kingdom,Standard Room,3 nights ,March 2021,Solo traveler," The location is fantastic when flying. I arrived by train and needed a PCR test before flying. All very easy to access from this hotel. 
Some staff very pleasant others rather cool and unwelcoming."," Some of the staff. 
Also lists stuck on mirrors in lifts relating to other guests. Made me feel as though I was intruding",8.0,Great location
18,United Kingdom,Standard Room,1 night ,March 2021,Couple, with recent covid times etc - felt very safe as room was very clean & all facilities well cared/catered for i.e room service etc, nothing as all was well done,9.0,great overnight location/stay
19,United Kingdom,Standard Room,1 night ,March 2021,Solo traveler, Customer service was excellent from the receptionist to the staff member who arrived at my room with my breakfast which was on time and delicious, Nothing,10,Exceptional
20,Isle of Man,Standard Room,1 night ,March 2021,Couple,, Cause of Covid restrictions could not use facilities.,8.0,Good
21,United Kingdom,Standard Room,1 night ,March 2021,Couple, Price was excellent comfy bed.," Explanation in turning in the lights, skywalk was turned off. Long walk to terminal.",8.0,Will stay again if information of hotel and facilities is received prior to stay.
22,United Kingdom,Standard Room,1 night ,March 2021,Solo traveler, Very big room and clean with compliments, That leisure facilities weren’t open due to covid,10,Airport stay
23,Isle of Man,Standard Room,1 night ,March 2021,Solo traveler, Nice, Staff are lovely,9.0,Nice hotel
24,United Kingdom,Standard Room,1 night ,March 2021,Family, Clean and so comfortable bed! Great staff x, Nothing I can complain about 😊,10,Exceptional
25,United Kingdom,Standard Room,1 night ,February 2021,Group," all good and comfortable rooms, food was great considering lock down restrictions. Staff were very helpful from check in to check out, even when we needed to extend our stay.", nothing,9.0,very pleasant stay and convenient location
26,United Kingdom,Executive Suite with Lounge Access,1 night ,March 2021,Solo traveler, Felt very covid safe. Paid full price for junior suite on executive floor but everything closed due to lockdown so they should discount the room rate by 25%., Nothing,10,Exceptional in these trying times
27,United Kingdom,Standard Room,1 night ,March 2021,Solo traveler, Staff are excellent, Everything,10,Exceptional
28,Spain,Standard Room,1 night ,March 2021,Solo traveler, It was all good . I needed to get an Early Flight and the staff made it really easy for me with helpful ways of getting to the airport  . there was one exception .," My flight was very early so I needed to get up early so I booked an alarm call at 3.30 am . Either I didn´t hear it ( was it loud enough ) or it didn´t happen or it was not set properly in the first place . I woke myself up at 4.00 . 
I could have been late for my flight .",8.0,"Great Location, Very comfortable room . Shame about the Early Morning call ."
29,United Kingdom,Superior Room with Runway View,1 night ,March 2021,Solo traveler," Location is perfect for access to the airport and nearby towns such as Hale, Altrincham and Wilmslow.", Nothing,8.0,Essential stay during lockdown and whilst this wasn’t an opportunity to experience the hotel at its best I saw enough to
30,United Kingdom,Standard Room,1 night ,March 2021,Solo traveler," The hotel is a 5 min walk away from the airport and train station. It is a beautiful hotel with lovely rooms, the food is delicious but a bit pricey, however I would highly recommend you staying here", Nothing,10,Brilliant nights stay
31,United Kingdom,Superior Room with Runway View,2 nights ,December 2020,Solo traveler, It’s location in the terminal building is perfect for early morning flights. Comfortable rooms and friendly staff., Noisy guests next door but you get that everywhere and the staff moved me to a quieter area straight away. The staff couldn’t have been better.,9.0,Best hotel for Manchester early flights
32,Hong Kong,Superior Room with Runway View,1 night ,December 2020,Solo traveler, Convenient for the train station and the airport. Friendly staff although I was charged for the room again even though it was paid for online before the stay. The money was reimbursed very quickly.,,8.0,Very Good
33,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Location,,9.0,Wonderful
34,United Kingdom,Standard Room,4 nights ,February 2021,Family, Stayed after travelling from dubai as isolation. Hassle free and very close to the airport.,,10,decent hotel for the money paid
35,United Kingdom,Standard Room,1 night ,February 2021,Couple, Very convenient for getting to terminal 1-2 walkway from hotel. Tea making facilities handy for late arrival., Due to Covid-19 could not use swimming pool or have a cooked breakfast,10,Exceptional
36,United Kingdom,Standard Room,1 night ,February 2021,Couple," Easy distance from airport via sky bridge, and even easier access to train station.  The hotel itself was very aware of covid protocol.  Staff helpful and courteous.  Felt safe in these worrying times.", Was nothing we disliked,10,Great hotel.
37,Spain,Standard Room,1 night ,February 2021,Solo traveler," The hotel has adapted very well during covid pandemic. Everything spotless, amazing job being done by the housekeeping department, bed was super comfy, and the room service was very prompt."," Lack of gym and bar facilities sucked but that's not the hotel fault, government restrictions due to covid.",10,Exceptional
38,Saudi Arabia,Standard Room,1 night ,February 2021,Couple, The Nespresso machine in the room was a welcome sight and the access to the walkway saved a lot of time. The TV had chromecast built in. Car parking on site was a bonus and £15 overnight at reception.,,10,Exceptional
39,United Kingdom,Standard Room,1 night ,February 2021,Couple, Excellent breakfast in the circumstances lo,,9.0,Wonderful
40,United Kingdom,Standard Room,1 night ,February 2021,Family, The location is superb. Physically connected to the terminal building., The trolly station in front of the lobby does not have the trolleys. Why?,10,Exceptional
41,United Kingdom,Superior Room with Runway View,1 night ,January 2021,Couple," Great location near the airport. Perfect for the flight I was taking the day after and short walk away from the terminal. Massive comfortable bed with an endless number of pillows. Very clean warm spacious room. Free WiFi. Lots of plugs and USB ports to charge the electronics. A mini fridge-freezer, which was very useful to keep drinks cool overnight. Beautiful clean bathroom with toiletries, slippers, bathing robes and towels provided. Desk and chair in the room so was able to do some work overnight. The staff were amazing and because I arrived slightly late, they extended the check-out time by 2 hours. Reception was on 3rd floor. Parking was paid for separately per day. Flat screen TV with digital TV channels.", N/A,10,Lovely night away in a very comfortable and convenient location..
42,United Kingdom,Standard Room,4 nights ,February 2021,Couple, Rooms are clean and spacious. The staff are very helpful and professional particularly Mark on reception. It’s difficult having to essential travel at the moment but the staff made the stay more pleasant, Only complaint was someone was smoking in a room above or below us and the stink was vile . I reported it to reception twice but not much they can do.,8.0,Great staff very helpful!
43,Czech Republic,Standard Room,1 night ,February 2021,Family, The hotel is perfectly located with a direct connection to the airport. The staff was helpful and everything went smoothly. The room was cleaned and well equipped., Everything was perfect.,10,The accommodation follows the expected high standard.
44,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler, Very good toom service pizza & wine. Very friendly staff., No luggage trolley nearby,10,Exceptional
45,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler, Comfortable room with excellent access to Manchester Airport., Room service prices and extra  £5 charge.,9.0,Wonderful
46,United Kingdom,Standard Room,1 night ,January 2021,Couple," Not a pleasure trip but a necessity within the covid crisis.  However a very pleasant stay, thank you",,8.0,Very Good
47,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler, Short walk to Terminal and a great stay. Staff are helpful and friendly. With this pandemic it is clean and comfortable. The room service is excellent and good a selection of options for drink and food., Nothing to dislike.,10,Short walk to Terminal.
48,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler," Nice quiet room.
Clean and well decorated"," I was told I could pay cash for breakfast when I was at check in, then told I had to pay by card at check out. I was hoping to use up some of my English money.",8.0,quiet and peaceful
49,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler," The full English breakfast was brought to my room right on time, and was delicious.",,10,A comfortable place to stay with easy covered access to the airport terminal.
50,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler," I booked this hotel for a family member who had visited the Uk for her mums funeral. She was given an upgrade on arrival which was appreciated before her flight back home to America.
She was very impressed with the hotel and could not fault the room or the service and would use this hotel again and would recommend to family and friends.",,10,Overnight stay before flight back to America
51,United Kingdom,Standard Room,1 night ,February 2021,Couple," Bearing in mind th covid situation th hotel entry was excellent, th room was upgraded and superb, everything that could have been done to clean and sanitise th room had been done and a fabulous breakfast was brought to th door this morning. We couldnt have asked or expected any better all round. Well done Radisdon in these difficult times", Nothing,10,Exceptional
52,Australia,Standard Room,1 night ,January 2021,Solo traveler, Close to the skywalk and short walk to the terminal. Lovely rooom.,,9.0,Wonderful
53,Kuwait,Standard Room,1 night ,January 2021,Family, The precautions taken regarding covid," I was charged £15 twice fir the car park i arrived in the evening and departed at 7 am the next morning 
I did email but had no reply otherwise perfect stay for my daughter to catch an early morning flight",10,Exceptional
54,United Kingdom,Standard Room,1 night ,January 2021,Couple, Well appointed. Clean,,9.0,Good hotel
55,United Kingdom,Standard Room,1 night ,January 2021,Family," Excellent service from the Concierge = especially at this time, everything was well organized, spotless and we felt very safe.  I would recommend", Nothing,10,"Feel safe at the Radisson Blu, even in these strange times our stay was excellent."
56,United Kingdom,Standard Room,1 night ,February 2021,Solo traveler, Just great place to stay," Room was ace  room
Service experience was excellent staff were wonderful",10,Exceptional
57,United Kingdom,Superior Room with Runway View,1 night ,January 2021,Solo traveler, Everything.," Excellent location and sraff, room service fantastic!",10,Exceptional
58,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, Lovely hotel,,9.0,Wonderful
59,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler," Was so relaxing, staff amazing, Adrian was on duty when I checked in and was so welcoming and helpful. All travel documents ready and printed and waiting at check out.", Nothing to dislike!!! I loved everything! Just so chilled out.,10,"Stay here, treat yourself!!!"
60,United Kingdom,Premium Room with Runway View,4 nights ,November 2020,Couple, Manager was the best really made my birthday stay special! Clean great view n really comfy bed. Shower facilities were great was a great stop after work., Manager was exceptional made my stay special and was a good rest. Unfortunately security got really agressive and nasty on my birthday but later apologised.,9.0,Best place away from home
61,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Room was very clean and the hotel had suitable Covid 19 controls in place.,,8.0,Nice hotel in an ideal location for the airport
62,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Clean and well organised, All good,10,Heading to work
63,United Kingdom,Standard Room,4 nights ,January 2021,Couple, Modern lovely rooms. Staff are so helpful and accommodating during difficult Covid times. Especially Adrian on reception.,,10,Great stay
64,United States of America,Standard Room,1 night ,January 2021,Solo traveler," Didn't have breakfast. Very convenient for rail station, covid testing, and terminals.",,8.0,Very Good
65,,Standard Room,1 night ,January 2021,Solo traveler, everything was perfect,,10,Exceptional
66,United Kingdom,Standard Room,1 night ,January 2021,Couple," We had to stay during the pandemic due to being evacuated from our home during a flood, and I’d rate the whole thing as one of the top experiences at a hotel ever. The way everything was handled was great, the reception staff was lovely and gave us a great room, and everything was covid safe. Instead of being a horrible night it was a wonderful relaxing time in a beautiful, quiet, well run hotel. Can’t beat it.",,10,Perfect
67,United States of America,Standard Room,1 night ,January 2021,Solo traveler, Everything was at the upmost excellence during this COVID era. Everything has been taken into consideration for everyone’s safety while maintaining excellent service and services. The room was so SO comfortable . Thank you all at this location, Lack of secure WiFi made it awkward to check flights and do check in online without potentially risking privacy and financial Information.,10,Life saving Stay
68,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Price and service., Nearly got charged the wrong room rate.,10,Exceptional
69,United Kingdom,Suite with Runway View,1 night ,January 2021,Solo traveler," Location was right next to Terminal.
The zoom tunnel thing from hotel to terminal was brilliant so I didn't have to go outside too often except for the hideous covid test 
Staff were great - they were doing their absolute best considering the COVID restrictions.
Service was slow due to COVID but they did their best
They all knew me and remembered my name and tolerated my endless requests and flamboyant behaviour !
I gave them all tips until I ran out of cash as there were no bloody cashpoints due to COVID.  
I ended up tipping with my Cuba Lily pens which is good for my business too.  
They are good pens and I give them away free with all online orders on www.cubalily.com"," My underfloor heating in the main bathroom didn't work
Id like nicer mood lighting for the main bathroom
The tv linking from phone 
That the floor escalators in tunnel weren't on
I couldn't leave my car key making it difficult for me to arrange to get it valeted whilst I'm away which I still haven't sorted yet.",9.0,Really good - probably will be returning on way back to isolate ? ...
70,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Excellent room.  Good food, Nothing,9.0,Excellent hotel
71,United Kingdom,Standard Room,1 night ,January 2021,Family, Staff very helpful, Nothing,10,Exceptional
72,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler," Convenient for all terminals, I always stay here when I fly from Manchester."," The price of parking, the price had increased a lot.",8.0,Pre flight stay
73,United Kingdom,Standard Room,1 night ,January 2021,Family, Great welcome from front of house team, Customer service,10,Great
74,United Kingdom,Standard Room,1 night ,January 2021,Couple," No facilities open because of pandemic so dinner & breakfast both room service, excellent!!", Nothing!,9.0,Stopover between Faro & Newcastle.
75,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, First class,,10,Exceptional
76,United Kingdom,Standard Room,1 night ,January 2021,Couple, Room was spacious and the bed was massive.  All very clean.  Didn't stay for breakfast as it was a quick stopover whilst flying home.,,9.0,"Lovely hotel, great staff, convenient location"
77,Latvia,Superior Room with Runway View,1 night ,December 2020,Solo traveler," Had a short stay in this hotel, only 5 hours of sleep but was totally worth it, much better than sleeping at the airport itself. Took a bed with an airfield view but wasn't worth it - didn't even have time to look at it :D 
Overall, very comfy, clean, modern hotel right in the airport, you don't even have to leave the airport building to get there.", Nothing. Couldn't try their breakfast because was leaving too early so cannot comment on that.,10,A nice place to stay for a layover
78,United Kingdom,Standard Room,2 nights ,January 2021,Solo traveler, Very nice stuff at the reception. Clean and quiet rooms.,,9.0,Wonderful
79,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Excellent service even in difficult circumstances, Facilities and staff,10,Exceptional
80,United Kingdom,Superior Room with Runway View,1 night ,January 2021,Couple," Excellent service in challenging circumstances (Covid lockdown)
Exceptional staff and very comfortable room.",,10,Exceptional
81,Taiwan,Superior Room with Runway View,1 night ,January 2021,Couple, location is very nice!,,9.0,Wonderful
82,United Kingdom,Superior Room with Runway View,2 nights ,January 2021,Couple, The food was really yummy!,,8.0,Very Good
83,Australia,Superior Room with Runway View,1 night ,January 2021,Solo traveler,," The pillows were a little soft for me, but that's a personal thing!",10,Exceptional
84,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Good location to airport, Nothing,8.0,Good value
85,Thailand,Standard Room,1 night ,January 2021,Family, Convenient location, No,9.0,Wonderful
86,United Kingdom,Standard Room,2 nights ,January 2021,Solo traveler,, room was rather dusty - presumably as it had not been used for a while,10,Exceptional
87,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Family," That is was easy to locate, good value for money and right next to the airport!", NA,10,Exceptional
88,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler, Room was lovely and room service excellent., Nothing.,9.0,Wonderful
89,United Kingdom,Standard Room,1 night ,January 2021,Family," Booking with the hotel was very easy and fun, and the atmosphere was beautiful, and in the future I would like to book with you again"," Booking with the hotel was very easy and fun, and the atmosphere was beautiful, and in the future I would like to book with you again",10,Thanks
90,United Kingdom,Superior Room with Runway View,1 night ,January 2021,Solo traveler," I've stayed here before , everything in the room, very clean , staff very friendly and professional , willing to help.  Good choice for breakfast,  check Inn and out very good and quick service ."," Restaurant not open due to covid,  I ordered soup from reception . Price) £ 5.00. Soup was lovely . But come to check out on day of leaving and was told it was £10.00 to pay .( 5.00 for the tray service ) which i did not know about . The man at reception asked if I knew I had to pay this fee. I said if I did I wouldn't have ordered . The man was very good and removed the charge .",10,Exceptional
91,United Kingdom,Standard Room,1 night ,December 2020,Solo traveler, I booked breakfast but could not have this because you only started as from 7am - so was not able to use - if you had this from 6am I could at last have had something - so slightly disappointed with that, See above,10,Exceptional
92,United Kingdom,Superior Room with Runway View,2 nights ,January 2021,Couple," From that outset the situation with COVID is being excellently managed, we initially received a comprehensive email detailing everything that we should need to know during our stay, (intended to reassure guests of the health and hygiene measures being taken to minimise risk as Best as possible and be as accommodating as they Could be during this time).
We found the hotel very well equipped to deal with the footfall throughout it’s communal areas and the rooms superbly cleaned and presented by an outstanding cleaning team.  
Front of house were extremely helpful and Nothing was too much trouble, we received recommendations, directions, extra amenities for our room, print outs of our PCR certificates and a Very warm welcome & seamless check in/out process.
The location of the hotel is perfect too for anyone flying from the airport as you don’t even have to go Outside if you wish to go access the terminals to reach passport control and the gates. 
Above all, it was Great value for money, very well looked after and presented and the staff were Wonderful. You can’t ask for more than that!", Nothing...,10,Exceptional
93,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, 10/10,,10,Exceptional
94,United Kingdom,Superior Room with Runway View,8 nights ,January 2021,Couple, Staff were very helpful and accommodating., Couple of things needed fixing in room shower screen the seal was broken etc nothing major. All in all a super stay made extra special by the staff who were so lovely and very professional,8.0,Very good stay
95,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler, The view from the room of the runway and how close it is to the airport,,10,Exceptional
96,United Kingdom,Standard Room,1 night ,January 2021,Solo traveler, Great room. Great service. The NYE taxi you arranged for me from the deserted Car Rental Village was a total lifesaver. Thank you!,,9.0,Wonderful
97,United Kingdom,Standard Room,1 night ,January 2021,Couple, Great room and comfort but it was the staff Milo who checked us in with great help and excellent service and the security guy who came to check if we got to the room safely and that we were happy. Both of these had amazing attitude and willingness to help.,,10,Fantastic service.
98,United Kingdom,Superior Room with Runway View,1 night ,January 2021,Couple," Great room, comfy. Very clean and very friendly staff.", Was a little disappointed with the quality of the room service food. It wasn’t that great and tasty. It did seem to be more like a frozen pizza put in the oven that you could buy from a supermarket.,8.0,Good stay
99,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Family, Bridge links to the airport very easy. Extremely clean. Room service available until 21.30. Pleasant and helpful staff., Nothing,10,"Convenient, spacious, welcoming and comfortable"
100,United Kingdom,Superior Room with Runway View,2 nights ,December 2020,Couple," By far the best hotel I have stayed in. Extremely quiet, comfortable and cosy. We got the superior room which meant we got dressing gowns and slippers and it was great. The staff were so lovely. They answered all of my calls when I needed more lemonade which was fab. The breakfast was actually gorgeous and worth the money. We also asked for a late check out because we didn't want to leave the very large bed and they gave us an extra 2 hours which was great.", Nothing to complain about.,10,Great Hotel.
101,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler, The location for an early morning flight was excellent. Room service was good., Room service a little pricey,8.0,Very Good
102,Switzerland,Standard Room,1 night ,December 2020,Solo traveler," Very friendly personnel
Nice quarantine dinner 
Excellent breakfast",,8.0,Efficient & friendly
103,Jersey,Superior Room with Runway View,1 night ,December 2020,Couple," Stunning hotel, very polite staff, amazing food.",,10,Exceptional
104,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler," I fell safe and health regulations followed if not exceeding any expectations. 
Best place to follow HSE regulations I  have visited. Extremely pleased.", Nothing not to like.,9.0,Wonderful
105,United Kingdom,Standard Room,1 night ,December 2020,Couple," I can’t pass judgement on much about the hotel as I literally checked in around 1am, slept and then checked out at 10am to catch my flight. But the room was great - huge comfy superking bed, complimentary mini toiletries in bathroom which was handy. Shower over the bath was a bit basic but everything was clean and did the job. Access to the airport terminals is directly from the Hotel Lobby so means you can get those extra last precious minutes in bed ;)", Bottled water in the room was complimentary only for “members only” (bit cheeky) and you have to pay for parking (£15p/n) on top of the cost of room (also bit cheeky).,8.0,Huge superking bed and perfect for Airport access!
106,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple," Great stay, staff very helpful too!
Thank you",,10,Great stay
107,United Kingdom,Standard Room,1 night ,December 2020,Family, Sorry. No time for breakfast.,,10,The best
108,Bulgaria,Standard Room,1 night ,December 2020,Family, The staff was absolutely great! The connection with the airport was very convinient.,,10,"Excellent airport hotel, staff is amazing, Thank you!!"
109,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler, Staff and service was good. Very clean x, Nothing was all fantastic,10,"Fantastic hotel, staff really accommodating."
110,United Arab Emirates,Standard Room,1 night ,December 2020,Solo traveler, Lovely clean room. Friendly staff. Perfect location. I always stay here when flying as the other hotels in the area don't compare.,,10,Lovely stay and great location
111,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler," Bed, location",,10,Exceptional
112,Spain,Standard Room,1 night ,December 2020,Group," Very fast wifi, closer to the airport...", Little expensive,8.0,Good view
113,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple," Easy check in.
Friendly staff
Large bed."," The fridge was not emptied as it had a half drunk bottle of coke in there. Otherwise, was clean.
The limited room service menu.",8.0,Very Good
114,United Kingdom,Standard Room,1 night ,December 2020,Couple," We felt very safe despite covid, staff were excellent and cleanliness second to none.", There was nothing to not like. Perfect location for our flight the next day and well organised,10,Exceptional
115,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, Super modern,,10,Perfect for our airport stop over
116,Portugal,Superior Room with Runway View,1 night ,December 2020,Solo traveler, Amazing :),,10,I was quite impressive by it
117,United Kingdom,Standard Room,1 night ,December 2020,Couple, Brilliant,,9.0,Brilliant
118,United Kingdom,Standard Room,1 night ,December 2020,Family," Great, polite and efficient staff.
The room was spotless and comfortable and the food from room service absolutely amazing. It really exceeded our expectations. Well done everyone!", Nothing. Everything was excellent.,10,Radisson Blu Manchester Airport
119,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Solo traveler, Excellent as always,,10,Exceptional
120,Spain,Standard Room,2 nights ,December 2020,Solo traveler," Location, bed"," Till 1700 nothing to eat or drink , you could organize better even within covid restrictions",8.0,Good to sleep in and leave
121,United Kingdom,Standard Room,1 night ,December 2020,Couple, Good. Room service," Mattress too firm 
No bath",8.0,Will use other airport hotels for better value
122,United Kingdom,Premium Room with Runway View,1 night ,December 2020,Family, There was a lady called Vicki who was amazing i also got complimentary ice cream for my son because we couldn't have the edited room but the room they give us was amazing over looking the runway the manager was and still is as im staying longer amazing  couldn't ask for a better service, I loved ever second thank you,10,Amazing
123,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, Best bed and bedding ever,,10,Exceptional
124,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple," It was warm, pleasant staff, fantastic view from our room, good food. 
Although a lot was closed and the mini fridge was empty which we expected due to COVID, we still enjoyed our stay. Thank you for the ice machine on the landing."," We ordered room service for our evening meals but the plates were cold. 10/10 if the plates had of been heated. 
Didn’t like the paper cups left in the room, prefer China cups. 
The hotel was not sure if the airport offered clingfilm wrapping for suitcases and confirmed that they didn’t when in fact they do but didn’t they didn’t open until 6 or 7am. 
TV wasn’t working in our room so we had to move rooms.",10,Perfect hotel in a perfect location
125,United Kingdom,Standard Room,1 night ,December 2020,Family," In present situation the staff were very helpful. The room was comfortable, roomy and had a great view.", Just the whole Corvid situation. But that is the new normal.,9.0,"In the present climate, room and staff were brilliant."
126,United Kingdom,Superior Room with Runway View,1 night ,November 2020,Solo traveler," Really nice room with the added upgrade 
Surprised of the standard as the price is very reasonable. 
Had room service.... the food was also very good.
Only stayed one night as flying out of Manchester the following morning. 
Very nice definitely recommend.",,8.0,Short and sweet stay... nice and relaxed.
127,United Kingdom,Standard Room,1 night ,December 2020,Solo traveler," A very short walk from Manchester Airport Train Station and I don’t even have to go outside in the rain and cold. The Radison perfectly links the train station to the Airport. 
I arrived just before midnight and was warmly welcomed by the night manager.  Check in was very courteously and professionally managed.   My room was perfect. Clean, comfortable and well laid out.  Complimentary tea, coffee, hot chocolate and yummy biscuits.  You can tell the calibre of an establishment by the biscuits it serves!  The breakfast bag was well stocked and delivered at the agreed hour.",,10,The Perfect Spot
128,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, Very friendly staff and great pre-flight location, No complaints,10,Convenient and comfortable
129,United Kingdom,Standard Room,1 night ,December 2020,Solo traveler, Very spacious, Possibly the most uncomfortable bed and pillows I've slept on.,8.0,Good value for money. Great location. Very uncomfortable bed. Hard as rock.
130,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Solo traveler," Due to COVID, breakfast was delivered to my room. I was able to choose the food items I wanted as I checked in the night before and also choose the time.
The hotel was very clean and safety was a priority.
My room was huge with a fantastic view of Manchester airport.
The bed was big and comfortable.
The young lady at reception was very friendly and welcoming.",,10,A fantastic hotel just a short walk from Manchester airport terminals and train station.
131,United Kingdom,Standard Room,1 night ,December 2020,Family, Clean and staff great, Tv did not work,9.0,Great hotel
132,United Kingdom,Premium Room,1 night ,September 2020,Couple, Room is always clean and comfortable. Continental breakfast was excellent.,,10,Exceptional
133,United Kingdom,Standard Room,1 night ,December 2020,Couple, The staff so helpful especially Mark and Milas, Next to the airport,10,Exceptional
134,United Kingdom,Superior Room with Runway View,1 night ,December 2020,Couple, The covid provisions were very good making it a stress free stay, Nothing,10,Just the job
135,United Kingdom,Standard Room,1 night ,November 2020,Solo traveler, Really good room and excellent meal.,,9.0,Excellent quality hotel.
136,New Zealand,Superior Room with Runway View,1 night ,November 2020,Solo traveler, Exceeded expectations. Filling and tasty. I had bacon poached eggs and mushrooms on toast. I couldn’t eat the croissant as I was too full, The price of the old fashioned,10,Exceptional
137,United Kingdom,Superior Room with Runway View,2 nights ,November 2020,Couple," Location is excellent, the staff is friendly.",,10,Exceptional
